Ref #,Activity,Project Title,Country,Delivery Partner,Region,SIDS,LDCs,NAP,Status,Approved Date,Financing,approved_date,financing,year,duration_days,event_closed,event_resolved,state_id,log_financing,velocity,stagnation_flag,bottleneck_flag,financing_outlier_flag,entity_code,entity_name,entity_country,entity_dae,entity_type,entity_stage,entity_bm,entity_size,entity_sector,entity_approved_count,entity_fa_financing,entity_match
PSE-RS-003,,Mainstreaming the impacts of COVID-19 and health co-benefits in climate change mitigation and adaptation actions in the State of Palestine to accelerate access to climate finance,State of Palestine,DTFA_JPN,AP,False,False,False,Closed,21 Dec 2020,893872.0,2020-12-21,893872.0,2020,1895.0,1,1,4,13.703318985898886,471.70026385224276,0,0,0,,,,,,,,,,,,False
CUB-RS-002,,"Post COVID-19 Green Recovery for Food, Health, and Water Security strengthened by financial and technological innovations for Cuba",Cuba,SNU_KOR,LAC,True,False,False,Closed,21 Dec 2020,290000.0,2020-12-21,290000.0,2020,1895.0,1,1,4,12.577639650232573,153.03430079155672,0,0,0,,,,,,,,,,,,False
GUY-RS-004,,Readiness Support for Strategic Climate Finance in Guyana,Guyana,GGGI,LAC,True,False,False,Disbursed,28 Dec 2020,692950.0,2020-12-28,692950.0,2020,1888.0,0,0,3,13.44871456860147,367.02860169491527,0,0,0,,,,,,,,,,,,False
BRA-RS-003,,National Framework for Leapfrogging to Energy-Efficient and Climate Friendly Commercial Refrigerating Appliances in Brazil,Brazil,UNEP,LAC,False,False,False,Closed,29 Dec 2020,599704.0,2020-12-29,599704.0,2020,1887.0,1,1,4,13.304193146623929,317.80816110227875,0,0,0,UNEP,United Nations Environment Programme,Kenya,False,International,Effectiveness,B.10, Medium,Public,13.0,368271309.63,True
LAC-RS-012,,"Regional Leapfrogging to Energy-Efficient and Climate Friendly Room Air Conditioners in Cuba, El Salvador and Honduras","Honduras, Cuba, El Salvador",UNEP,LAC,False,False,False,Disbursed,29 Dec 2020,599837.0,2020-12-29,599837.0,2020,1887.0,0,0,3,13.30441489774172,317.8786433492316,0,0,0,UNEP,United Nations Environment Programme,Kenya,False,International,Effectiveness,B.10, Medium,Public,13.0,368271309.63,True
HTI-RS-005,,"Empower municipalities in Haiti  to plan for, manage and respond to the  impacts of climate change ",Haiti,CCCCC,LAC,True,True,False,Closed,29 Dec 2020,449149.0,2020-12-29,449149.0,2020,1887.0,1,1,4,13.015112186657353,238.02278749337572,0,0,0,CCCCC,Caribbean Community Climate Change Centre,Belize,True,Regional,Effectiveness,B.10, Small,Public,4.0,116522592.29,True
TTO-RS-003,,Aligning the Environmental Management Authoritys operational process and procedures with the Green Climate Funds Accreditation Requirements ,Trinidad and Tobago,CCCCC,LAC,True,False,False,Closed,29 Dec 2020,388794.0,2020-12-29,388794.0,2020,1887.0,1,1,4,12.870807491403426,206.0381558028617,0,0,0,CCCCC,Caribbean Community Climate Change Centre,Belize,True,Regional,Effectiveness,B.10, Small,Public,4.0,116522592.29,True
RWA-RS-005,"NDA Strengthening, including country programming (SP, NDA, CP)","Strengthening Rwanda's capacity to access GCF Funds through the assessment of readiness needs, updating country programme, capacitating national stakeholders and renewal of DAE accreditation",Rwanda,Rwanda,AF,False,True,False,Closed,29 Dec 2020,297677.0,2020-12-29,297677.0,2020,1887.0,1,1,4,12.603767644373908,157.75145733969262,0,0,0,,,,,,,,,,,,False
ARG-RS-005,,Increasing health sectors capacities and strengthening coordination on climate action in Argentina at national and subnational levels,Argentina,WHO,LAC,False,False,False,Disbursed,29 Dec 2020,299839.0,2020-12-29,299839.0,2020,1887.0,0,0,3,12.611004278032194,158.89719130895602,0,0,0,,,,,,,,,,,,False
BWA-RS-003,Strategic Framework (SF),Update the technology needs assessment and develop a technology road map for prioritized technologies to address climate change challenges in the most critical sectors of the economy,Botswana,UNEP,AF,False,False,False,Closed,29 Dec 2020,294659.0,2020-12-29,294659.0,2020,1887.0,1,1,4,12.593577428261344,156.15209326974033,0,0,0,UNEP,United Nations Environment Programme,Kenya,False,International,Effectiveness,B.10, Medium,Public,13.0,368271309.63,True
TGO-RS-003,,Enhancing Togo’s Direct Access to GCF and Support for the Development of Climate Finance Strategy,Togo,GGGI,AF,False,True,False,Closed,29 Dec 2020,600000.0,2020-12-29,600000.0,2020,1887.0,1,1,4,13.304686600863562,317.9650238473768,0,0,0,,,,,,,,,,,,False
TUN-RS-003,Support for direct access entities (ES),Technical assistance project to facilitate APIA’s accreditation process to the GCF,Tunisia,APIA,AF,False,False,False,Disbursed,29 Dec 2020,404285.0,2020-12-29,404285.0,2020,1887.0,0,0,3,12.909877827277638,214.24748277689454,0,0,0,APIA,Agence de Promotion des Investissements Agricoles,Tunisia,True,National,Accredited,B.43, Micro,Public,0.0,0.0,True
TCD-RS-004,"NDA Strengthening, including country programming (SP, NDA, CP)",Updating and operationalizing the Chad Country Programme through increased national capacity & a strong pipeline of projects  ,Chad,NWF_TZA,AF,False,True,False,Disbursed,29 Dec 2020,504161.0,2020-12-29,504161.0,2020,1887.0,0,0,3,13.130652923977838,267.1759406465289,0,0,0,,,,,,,,,,,,False
LAC-RS-013,,Enhancing climate change resilience of health systems in the Caribbean,"Jamaica, Guyana, Saint Kitts and Nevis, Saint Lucia, Haiti, Trinidad and Tobago, Belize",WHO,LAC,True,False,False,Disbursed,30 Dec 2020,1058682.0,2020-12-30,1058682.0,2020,1886.0,0,0,3,13.872536240773627,561.3372216330858,0,0,0,,,,,,,,,,,,False
TTO-RS-004,,Building climate resilience into Trinidad and Tobagos Healthcare System ,Trinidad and Tobago,CCCCC,LAC,True,False,False,Closed,30 Dec 2020,375986.0,2020-12-30,375986.0,2020,1886.0,1,1,4,12.837309847306235,199.35630965005302,0,0,0,CCCCC,Caribbean Community Climate Change Centre,Belize,True,Regional,Effectiveness,B.10, Small,Public,4.0,116522592.29,True
LAC-RS-014,,“Increasing the ambition of the NDCs and climate financing in the Central América”,"Honduras, El Salvador, Nicaragua, Guatemala, Dominican Republic (the)",UNEP,LAC,False,False,False,Disbursed,30 Dec 2020,1249986.0,2020-12-30,1249986.0,2020,1886.0,0,0,3,14.038643709224404,662.7709437963945,0,0,0,UNEP,United Nations Environment Programme,Kenya,False,International,Effectiveness,B.10, Medium,Public,13.0,368271309.63,True
LAC-RS-015,,Enhancing climate finance and investments in Latin America,"Guatemala, Uruguay, Paraguay, Argentina, Cuba, Dominican Republic (the)",ALIDE_PER,LAC,False,False,False,Closed,30 Dec 2020,1200000.0,2020-12-30,1200000.0,2020,1886.0,1,1,4,13.997832948091215,636.2672322375398,0,0,0,,,,,,,,,,,,False
URY-RS-006,,Strengthening capacities to scale up climate financing in Uruguay,Uruguay,UNDP,LAC,False,False,False,Closed,31 Dec 2020,593760.0,2020-12-31,593760.0,2020,1885.0,1,1,4,13.294232160475167,314.9920424403183,0,0,0,UNDP,United Nations Development Programme,United States,False,International,Effectiveness,B.09, Medium,Public,41.0,1364041091.0,True
BOL-RS-003,Support for direct access entities (ES),Strategic Strengthening of Capacities of BDP Towards the Improvement of a National Implementing Entity in Bolivia,Bolivia (Plurinational State of),BDP,LAC,False,False,False,Closed,31 Dec 2020,238199.0,2020-12-31,238199.0,2020,1885.0,1,1,4,12.380865935903337,126.36551724137931,0,0,0,,,,,,,,,,,,False
CIV-RS-004,,Strengthening Côte d’Ivoire’s capacities & ownership to access climate finance for Country Programme implementation,Cote d'Ivoire,FIRCA,AF,False,False,False,Closed,31 Dec 2020,477135.0,2020-12-31,477135.0,2020,1885.0,1,1,4,13.075556844536818,253.12201591511936,0,0,0,FIRCA,Fonds Interprofessionnel pour la Recherche et le Conseil Agricoles,Cote d'Ivoire,True,National,Execution,B.39, Small,Private,0.0,0.0,True
MMR-RS-007,,Support for National Low Emission and Climate Resilient Development in Myanmar ,Myanmar,GGGI,AP,False,True,False,Cancelled,31 Dec 2020,1.0,2020-12-31,1.0,2020,1885.0,0,1,0,0.6931471805599453,0.0005305039787798408,0,0,0,,,,,,,,,,,,False
LAC-RS-016,,Increasing resilience through Nature based Solutions in Latin American cities Nature4Cities Latam,"Panama, Honduras, Cuba, Uruguay, Ecuador, Dominican Republic (the), Guatemala",UNEP,LAC,False,False,False,Disbursed,12 Jan 2021,2028367.03,2021-01-12,2028367.03,2021,1873.0,0,0,3,14.522742101587706,1082.950896956754,0,0,0,UNEP,United Nations Environment Programme,Kenya,False,International,Effectiveness,B.10, Medium,Public,13.0,368271309.63,True
TUV-RS-002,Adaptation Planning,Development of Tuvalu’s National Adaptation Plan (NAP) to advance medium and long-term adaptation planning,Tuvalu,SPREP,AP,True,True,True,Disbursed,18 Jan 2021,3000000.0,2021-01-18,3000000.0,2021,1867.0,0,0,3,14.914123179965662,1606.8559185859667,0,0,1,SPREP,Secretariat of the Pacific Regional Environment Programme,Samoa,True,Regional,Effectiveness,B.09, Medium,Public,1.0,22953000.0,True
LAO-RS-009,"NDA Strengthening, including country programming (SP, NDA, CP)",Completion of the accreditation of the Environmental Protection Fund as DAE for Lao PDR,Lao People's Democratic Republic (the),EFF,AP,False,True,False,Closed,21 Jan 2021,399805.0,2021-01-21,399805.0,2021,1864.0,1,1,4,12.898734708439576,214.487660944206,0,0,0,EFF,Environment and Forest Protection Fund,Lao People's Democratic Republic (the),True,National,Accredited,B.42, Micro,Public,0.0,0.0,True
PwC,Support for direct access entities (ES),Accreditation gap assessment and action plan for Niues Budget and Finance Unit Ministry of Finance and Planning as a proposed DAEAccreditation gap assessment and action plan for Niues Budget and Finance Unit Ministry of Finance and Planning as a proposed ,Niue,PwC_GBR,AP,True,False,False,Closed,27 Jan 2021,33307.0,2021-01-27,33307.0,2021,1858.0,1,1,4,10.41355288735571,17.92626480086114,0,0,0,,,,,,,,,,,,False
KGZ-RS-003,,Technical Guidance and Support to Conduct a Sectoral Technology Needs Assessment and a Technology Action Plan for The Kyrgyz Republic ,Kyrgyzstan,UNEP,AP,False,False,False,Closed,28 Jan 2021,490181.0,2021-01-28,490181.0,2021,1857.0,1,1,4,13.102532029695722,263.96392030156164,0,0,0,UNEP,United Nations Environment Programme,Kenya,False,International,Effectiveness,B.10, Medium,Public,13.0,368271309.63,True
IRQ-RS-004,,"NDA strengthening in Iraq for climate finance programming, governance, regional dialogues and knowledge generation",Iraq,UNDP,AP,False,False,False,Disbursed,28 Jan 2021,936083.0,2021-01-28,936083.0,2021,1857.0,0,0,3,13.749460495022758,504.0834679590738,0,0,0,UNDP,United Nations Development Programme,United States,False,International,Effectiveness,B.09, Medium,Public,41.0,1364041091.0,True
AFG-RS-003,,Resilient Recovery Rapid Readiness Support in Afghanistan,Afghanistan,FAO,AP,False,True,False,Closed,28 Jan 2021,300000.0,2021-01-28,300000.0,2021,1857.0,1,1,4,12.611541086966115,161.55088852988692,0,0,0,FAO,Food and Agriculture Organization of the United Nations,Italy,False,International,Accredited,B.14, Medium,Public,29.0,1087640232.0,True
PwC,Support for direct access entities (ES),Support for accreditation gap assessment and action plan to the Agence Nationale de Financement des Collectivits ANAFIC,Guinea,PwC_GBR,AF,False,True,False,Closed,28 Jan 2021,39307.0,2021-01-28,39307.0,2021,1857.0,1,1,4,10.579183339482318,21.16693591814755,0,0,0,,,,,,,,,,,,False
TON-RS-006,,Enabling Private Sector Access to Climate Finance toward Strengthening Climate Resilience Development in Tonga,Tonga,TDB Tonga,AP,True,False,False,Disbursed,28 Jan 2021,302281.0,2021-01-28,302281.0,2021,1857.0,0,0,3,12.61911563549493,162.7792137856758,0,0,0,,,,,,,,,,,,False
KHM-RS-006,,Enhanced actions to respond to climate change through sustainable waste management in Coastal Cities in Cambodia ,Cambodia,UN-Habitat,AP,False,True,False,Closed,28 Jan 2021,295244.0,2021-01-28,295244.0,2021,1857.0,1,1,4,12.595560799115198,158.98976844372643,0,0,0,,,,,,,,,,,,False
PNG-RS-003,,Readiness to scale REDD+ initiatives in Papua New Guinea,Papua New Guinea,FAO,AP,True,False,False,Disbursed,29 Jan 2021,983030.0,2021-01-29,983030.0,2021,1856.0,0,0,3,13.798395934745988,529.6497844827586,0,0,0,FAO,Food and Agriculture Organization of the United Nations,Italy,False,International,Accredited,B.14, Medium,Public,29.0,1087640232.0,True
AFR-RS-002,Strategic Framework (SF),Accelerating the financing and implementation of low-carbon & climate-resilient priorities in African Countries ,"Chad, Djibouti, Kenya, Sierra Leone, Liberia, Zambia, Gabon, Eswatini, Comoros (the), South Sudan, Sudan, Democratic Republic of the Congo (the), Benin, Central African Republic (the), Madagascar, Mali, Nigeria, Seychelles, Togo, Niger (the), Equatorial Guinea, Angola, Guinea",EY_DEU,AF,False,True,False,Disbursed,29 Jan 2021,6863383.0,2021-01-29,6863383.0,2021,1856.0,0,0,3,15.741711172532995,3697.943426724138,0,0,1,,,,,,,,,,,,False
PwC,Support for direct access entities (ES),Support for accreditation gap assessment and action plan for the Rwanda Development Bank,Rwanda,PwC_GBR,AF,False,True,False,Closed,23 Feb 2021,33415.0,2021-02-23,33415.0,2021,1831.0,1,1,4,10.416790106177011,18.249590387766247,0,0,0,,,,,,,,,,,,False
EGY-RS-002,Adaptation Planning,Formulation and Advancement of the National Adaptation Plans Process of Egypt,Egypt,UNDP,AF,False,False,True,Disbursed,5 Mar 2021,2990115.0,2021-03-05,2990115.0,2021,1821.0,0,0,3,14.910822740600947,1642.018121911038,0,0,1,UNDP,United Nations Development Programme,United States,False,International,Effectiveness,B.09, Medium,Public,41.0,1364041091.0,True
MAR-RS-005,Adaptation Planning,Supporting the foundations for sustainable adaptation planning and financing in Morocco ,Morocco,UNDP,AF,False,False,True,Disbursed,17 Mar 2021,2527221.0,2021-03-17,2527221.0,2021,1809.0,0,0,3,14.742631233718605,1397.0265339966832,0,0,1,UNDP,United Nations Development Programme,United States,False,International,Effectiveness,B.09, Medium,Public,41.0,1364041091.0,True
GEO-RS-002,,Updating of Georgias technology needs assessment through development of a technology road maps for prioritized technologies,Georgia,UNEP,EE,False,False,False,Closed,17 Mar 2021,487725.0,2021-03-17,487725.0,2021,1809.0,1,1,4,13.097509051739102,269.61028192371475,0,0,0,UNEP,United Nations Environment Programme,Kenya,False,International,Effectiveness,B.10, Medium,Public,13.0,368271309.63,True
CHL-RS-006,,"Enhancing climate action with an updated Country Programme, strengthening direct access entities DAE to develop a pipeline of projects and effectively implement GCF funded activities",Chile,FYNSA,LAC,False,False,False,Closed,17 Mar 2021,307918.0,2021-03-17,307918.0,2021,1809.0,1,1,4,12.637592040355576,170.21448313985627,0,0,0,FYNSA,Finanzas Y Negocios Servicios Financieros Limitada,Chile,True,National,Effectiveness,B.24, Medium,Private,0.0,0.0,True
JAM-RS-005,Adaptation Planning,Towards a comprehensive national adaptation planning process in Jamaica - Ja-NAP,Jamaica,JamaicaPlanningInstitute,LAC,True,False,True,Disbursed,15 Apr 2021,1435378.5,2021-04-15,1435378.5,2021,1780.0,0,0,3,14.176939832142809,806.3924157303371,0,0,0,,,,,,,,,,,,False
TUN-RS-004,,Development of Strategic Framework for upgradation to a smart water network system through technological interventions in Sousse and Monastir in Tunisia ,Tunisia,UNEP,AF,False,False,False,Disbursed,22 Apr 2021,437280.0,2021-04-22,437280.0,2021,1773.0,0,0,3,12.988331288023533,246.63282571912015,0,0,0,UNEP,United Nations Environment Programme,Kenya,False,International,Effectiveness,B.10, Medium,Public,13.0,368271309.63,True
NER-RS-004,,Resilient Recovery Rapid Readiness Support in Niger,Niger (the),FAO,AF,False,True,False,Closed,12 May 2021,300000.0,2021-05-12,300000.0,2021,1753.0,1,1,4,12.611541086966115,171.13519680547634,0,0,0,FAO,Food and Agriculture Organization of the United Nations,Italy,False,International,Accredited,B.14, Medium,Public,29.0,1087640232.0,True
TKM-RS-002,Adaptation Planning,Developing a National Adaptation Planning Process in Turkmenistan,Turkmenistan,UNDP,AP,False,False,True,Disbursed,12 May 2021,1814767.0,2021-05-12,1814767.0,2021,1753.0,0,0,3,14.411468193819484,1035.2350256702796,0,0,0,UNDP,United Nations Development Programme,United States,False,International,Effectiveness,B.09, Medium,Public,41.0,1364041091.0,True
PRY-RS-004,,Technical guidance and support to conduct a technology needs assessment and a technology action plan for Paraguay ,Paraguay,UNEP,LAC,False,False,False,Disbursed,21 May 2021,299181.0,2021-05-21,299181.0,2021,1744.0,0,0,3,12.60880736284494,171.5487385321101,0,0,0,UNEP,United Nations Environment Programme,Kenya,False,International,Effectiveness,B.10, Medium,Public,13.0,368271309.63,True
LSO-RS-004,,Resilient Recovery Rapid Readiness Support in Lesotho,Lesotho,FAO,AF,False,True,False,Closed,21 May 2021,300000.0,2021-05-21,300000.0,2021,1744.0,1,1,4,12.611541086966115,172.0183486238532,0,0,0,FAO,Food and Agriculture Organization of the United Nations,Italy,False,International,Accredited,B.14, Medium,Public,29.0,1087640232.0,True
ETH-RS-003,Adaptation Planning,Building Capacity to Facilitate the Integration of the National Adaptation Planning Process in Ethiopia,Ethiopia,GGGI,AF,False,True,True,Disbursed,21 May 2021,2159333.0,2021-05-21,2159333.0,2021,1744.0,0,0,3,14.58531039878252,1238.1496559633028,0,0,1,,,,,,,,,,,,False
BLZ-RS-006,Adaptation Planning,NAP-Enhancing adaptation planning in the coastal zone and fisheries sector of Belize,Belize,FAO,LAC,True,False,True,Closed,1 Jun 2021,600000.0,2021-06-01,600000.0,2021,1733.0,1,1,4,13.304686600863562,346.2204270051933,0,0,0,FAO,Food and Agriculture Organization of the United Nations,Italy,False,International,Accredited,B.14, Medium,Public,29.0,1087640232.0,True
UGA-RS-002,Adaptation Planning,Strengthening Adaptation Planning in Uganda ,Uganda,UNEP,AF,False,True,True,Disbursed,22 Jun 2021,2937751.0,2021-06-22,2937751.0,2021,1712.0,0,0,3,14.89315522098908,1715.9760514018692,0,0,1,UNEP,United Nations Environment Programme,Kenya,False,International,Effectiveness,B.10, Medium,Public,13.0,368271309.63,True
ETH-RS-004,,Resilient Recovery Rapid Readiness Support in Ethiopia,Ethiopia,GGGI,AF,False,True,False,Disbursed,22 Jun 2021,300000.0,2021-06-22,300000.0,2021,1712.0,0,0,3,12.611541086966115,175.2336448598131,0,0,0,,,,,,,,,,,,False
COK-RS-004,,"Green, Resilient Recovery Rapid Readiness Support in the Cook Islands",Cook Islands,MFEM_COK,AP,True,False,False,Disbursed,22 Jun 2021,299135.0,2021-06-22,299135.0,2021,1712.0,0,0,3,12.608653598458476,174.7283878504673,0,0,0,MFEM_COK,"Ministry of Finance and Economic Management, Cook Islands",Cook Islands,True,National,Effectiveness,B.21, Small,Public,2.0,52494884.0,True
GNQ-RS-004,,Resilient Recovery Rapid Readiness Support in Equatorial Guinea,Equatorial Guinea,FAO,AF,False,False,False,Closed,29 Jun 2021,299894.0,2021-06-29,299894.0,2021,1705.0,1,1,4,12.611187692374044,175.8909090909091,0,0,0,FAO,Food and Agriculture Organization of the United Nations,Italy,False,International,Accredited,B.14, Medium,Public,29.0,1087640232.0,True
BWA-RS-004,,Resilient Recovery Rapid Readiness Support in Botswana,Botswana,FAO,AF,False,False,False,Closed,29 Jun 2021,298852.0,2021-06-29,298852.0,2021,1705.0,1,1,4,12.607707092682858,175.27976539589443,0,0,0,FAO,Food and Agriculture Organization of the United Nations,Italy,False,International,Accredited,B.14, Medium,Public,29.0,1087640232.0,True
PHL-RS-005,,Climate Resilient Recovery Readiness Support in the Philippines,Philippines (the),Landbank,AP,False,False,False,Disbursed,29 Jun 2021,220942.0,2021-06-29,220942.0,2021,1705.0,0,0,3,12.305660028681144,129.58475073313784,0,0,0,Landbank,Land Bank of the Philippines,Philippines (the),True,National,Effectiveness,B.21, Medium,Public,1.0,9999042.27,True
VUT-RS-006,,Readiness Support for the Development of Vanuatu National Energy Efficiency Strategy and Action Plan ,Vanuatu,GGGI,AP,True,False,False,Disbursed,29 Jun 2021,290000.0,2021-06-29,290000.0,2021,1705.0,0,0,3,12.577639650232573,170.08797653958945,0,0,0,,,,,,,,,,,,False
MAR-RS-006,,Resilient Recovery Rapid Readiness Support in the Kingdom of Morocco,Morocco,GGGI,AF,False,False,False,Disbursed,15 Jul 2021,280509.0,2021-07-15,280509.0,2021,1689.0,0,0,3,12.544364653933306,166.07992895204262,0,0,0,,,,,,,,,,,,False
PLW-RS-002,,Climate Resilience Recovery Rapid Readiness Support in Palau,Palau,MoF_PLW,AP,True,False,False,Disbursed,16 Jul 2021,299994.0,2021-07-16,299994.0,2021,1688.0,0,0,3,12.61152108683278,177.72156398104266,0,0,0,,,,,,,,,,,,False
TUN-RS-005,Adaptation Planning,Food Security and Adaptation Priorities in the Agricultural Sector in Tunisia,Tunisia,FAO,AF,False,False,True,Disbursed,29 Jul 2021,954068.0,2021-07-29,954068.0,2021,1675.0,0,0,3,13.768491274858974,569.5928358208955,0,0,0,FAO,Food and Agriculture Organization of the United Nations,Italy,False,International,Accredited,B.14, Medium,Public,29.0,1087640232.0,True
VCT-RS-003,,Resilient Recovery Rapid Readiness Support in St. Vincent and the Grenadines,Saint Vincent and the Grenadines,FAO,LAC,True,False,False,Closed,29 Jul 2021,299839.0,2021-07-29,299839.0,2021,1675.0,1,1,4,12.611004278032194,179.00835820895523,0,0,0,FAO,Food and Agriculture Organization of the United Nations,Italy,False,International,Accredited,B.14, Medium,Public,29.0,1087640232.0,True
TUN-RS-006,Adaptation Planning,National Adaptation Plan: Advancing risk-informed development and land-use planning in Tunisia ,Tunisia,UNDP,AF,False,False,True,Disbursed,29 Jul 2021,1998520.0,2021-07-29,1998520.0,2021,1675.0,0,0,3,14.50791796495922,1193.1462686567165,0,0,0,UNDP,United Nations Development Programme,United States,False,International,Effectiveness,B.09, Medium,Public,41.0,1364041091.0,True
TZA-RS-002,Adaptation Planning,Integrating Climate Change Adaptation into Tanzania’s Planning Processes.,Tanzania,UNDP,AF,False,True,True,Disbursed,5 Aug 2021,2986412.0,2021-08-05,2986412.0,2021,1668.0,0,0,3,14.909583559640275,1790.4148681055156,0,0,1,UNDP,United Nations Development Programme,United States,False,International,Effectiveness,B.09, Medium,Public,41.0,1364041091.0,True
YEM-RS-002,"NDA Strengthening, including country programming (SP, NDA, CP)",Strengthening of NDA in Yemen and Enabling Strategic Frameworks for Engagement with GCF ,Yemen,FAO,AP,False,True,False,Disbursed,19 Aug 2021,499474.0,2021-08-19,499474.0,2021,1654.0,0,0,3,13.12131282576815,301.9794437726723,0,0,0,FAO,Food and Agriculture Organization of the United Nations,Italy,False,International,Accredited,B.14, Medium,Public,29.0,1087640232.0,True
ZAF-RS-002,,Pipeline development to deploy clean energy technology solutions in municipal wastewater treatment works of South Africa ,South Africa,UNIDO,AF,False,False,False,Closed,2 Sept 2021,694927.0,2021-09-02,694927.0,2021,1640.0,1,1,4,13.451563522058075,423.7359756097561,0,0,0,UNIDO,United Nations Industrial Development Organization,Austria,False,International,Effectiveness,B.26, Small,Public,0.0,0.0,True
HND-RS-006,,Resilient Recovery Rapid Readiness Support in Honduras,Honduras,UNEP,LAC,False,False,False,Disbursed,2 Sept 2021,299846.0,2021-09-02,299846.0,2021,1640.0,0,0,3,12.611027623544103,182.8329268292683,0,0,0,UNEP,United Nations Environment Programme,Kenya,False,International,Effectiveness,B.10, Medium,Public,13.0,368271309.63,True
LBR-RS-004,,Resilient Recovery Rapid Readiness Support in Liberia,Liberia,Liberia,AF,False,True,False,Closed,2 Sept 2021,238633.0,2021-09-02,238633.0,2021,1640.0,1,1,4,12.382686276398534,145.50792682926829,0,0,0,,,,,,,,,,,,False
MLY-RS-003,,Resilient Recovery Rapid Readiness Support in Malaysia,Malaysia,MGTC_MYS,AP,False,False,False,Cancelled,2 Sept 2021,1.0,2021-09-02,1.0,2021,1640.0,0,1,0,0.6931471805599453,0.0006097560975609756,0,0,0,,,,,,,,,,,,False
NPL-RS-003,,Readiness support for enhancing the capacity of NDA and other stakeholders for project pipeline development in Nepal,Nepal,AEPC,AP,False,True,False,Disbursed,7 Sept 2021,700193.0,2021-09-07,700193.0,2021,1635.0,0,0,3,13.459112718485697,428.2525993883792,0,0,0,AEPC,Alternative Energy Promotion Centre (Nepal),Nepal,True,National,Effectiveness,B.22, Small,Public,1.0,21128224.0,True
IDN-RS-003,Adaptation Planning,Accelerating Climate Change Adaptation Investment Planning to Enhance Resilience in Indonesia,Indonesia,UNDP,AP,False,False,True,Disbursed,5 Oct 2021,3000000.0,2021-10-05,3000000.0,2021,1607.0,0,0,3,14.914123179965662,1866.832607342875,0,0,1,UNDP,United Nations Development Programme,United States,False,International,Effectiveness,B.09, Medium,Public,41.0,1364041091.0,True
COK-RS-005,Adaptation Planning,Increasing the Resilience of the Cook Islands through Enhancing a National Adaptation Programme,Cook Islands,MFEM_COK,AP,True,False,True,Disbursed,13 Oct 2021,2999830.0,2021-10-13,2999830.0,2021,1599.0,0,0,3,14.914066511712269,1876.0662914321451,0,0,1,MFEM_COK,"Ministry of Finance and Economic Management, Cook Islands",Cook Islands,True,National,Effectiveness,B.21, Small,Public,2.0,52494884.0,True
LCA-RS-003,,Mobilizing international climate finance and private investments for low-carbon development in Saint Lucia ,Saint Lucia,GGGI,LAC,True,False,False,Disbursed,22 Oct 2021,762359.0,2021-10-22,762359.0,2021,1590.0,0,0,3,13.544174164048579,479.47106918238995,0,0,0,,,,,,,,,,,,False
ATG-RS-005,,Multi-year strategic Readiness for Antigua and Barbuda: Supporting Antigua and Barbudas NDCs implementation towards a transformation to Climate Resilient and Low-Emission Development Pathway 2021-2023,Antigua and Barbuda,DOE_ATG,LAC,True,False,False,Disbursed,25 Oct 2021,2836551.0,2021-10-25,2836551.0,2021,1587.0,0,0,3,14.858099788032687,1787.3667296786389,0,0,1,DOE_ATG,"Department of Environment, Ministry of Health and Environment, Government of Antigua and Barbuda",Antigua and Barbuda,True,National,Effectiveness,B.18," Medium, Small",Public,2.0,52706595.0,True
MNG-RS-005,Strategic Framework (SF),Readiness Support to Strengthen Sustainable Finance Practices in Mongolia and Encourage Regional Knowledge Sharing,Mongolia,TDBM,AP,False,False,False,Disbursed,29 Oct 2021,291772.0,2021-10-29,291772.0,2021,1583.0,0,0,3,12.583731381660197,184.3158559696778,0,0,0,TDBM,Trade and Development Bank Joint Stock Company,Mongolia,True,National,Effectiveness,B.25, Medium,Private,0.0,0.0,True
COD-RS-006,,National Readiness to enable strategic approaches for 30x30 investments in the Democratic Republic of the Congo,Democratic Republic of the Congo (the),WWF,AF,False,True,False,Closed,2 Nov 2021,100000.0,2021-11-02,100000.0,2021,1579.0,1,1,4,11.51293546492023,63.33122229259025,0,0,0,WWF,"World Wildlife Fund, Inc.",United States,False,International,Effectiveness,B.15, Medium,Public,3.0,135531918.0,True
LCA-RS-004,Adaptation Planning,Improving the Capacity of the Fisheries Sector in St Lucia to build/enhance resilience to Climate Change,Saint Lucia,FAO,LAC,True,False,True,Disbursed,3 Nov 2021,680499.0,2021-11-03,680499.0,2021,1578.0,0,0,3,13.430583101073658,431.2414448669202,0,0,0,FAO,Food and Agriculture Organization of the United Nations,Italy,False,International,Accredited,B.14, Medium,Public,29.0,1087640232.0,True
GRD-RS-005,Adaptation Planning,National adaptation planning for improved food security in Grenada ,Grenada,FAO,LAC,True,False,True,Disbursed,3 Nov 2021,1050000.0,2021-11-03,1050000.0,2021,1578.0,0,0,3,13.864301674514206,665.3992395437263,0,0,0,FAO,Food and Agriculture Organization of the United Nations,Italy,False,International,Accredited,B.14, Medium,Public,29.0,1087640232.0,True
BLZ-RS-007,Adaptation Planning,National Adaptation Planning for Integrated water resources management in Belize,Belize,CCCCC,LAC,True,False,True,Closed,3 Nov 2021,902937.0,2021-11-03,902937.0,2021,1578.0,1,1,4,13.713409170019768,572.203422053232,0,0,0,CCCCC,Caribbean Community Climate Change Centre,Belize,True,Regional,Effectiveness,B.10, Small,Public,4.0,116522592.29,True
